symbol,name,market_code,asset_class,currency,tick_size,lot_size
241590,화승엔터프라이즈,KRX,kr_stock,KRW,100,1
44450,KSS해운,KRX,kr_stock,KRW,100,1
1130,대한제분,KRX,kr_stock,KRW,100,1
430,대원강업,KRX,kr_stock,KRW,100,1
8350,남선알미늄,KRX,kr_stock,KRW,100,1
30210,다올투자증권,KRX,kr_stock,KRW,100,1
9470,삼화전기,KRX,kr_stock,KRW,100,1
4560,현대비앤지스틸,KRX,kr_stock,KRW,100,1
7160,사조산업,KRX,kr_stock,KRW,100,1
432320,KB스타리츠,KRX,kr_stock,KRW,100,1
1790,대한제당,KRX,kr_stock,KRW,100,1
13890,지누스,KRX,kr_stock,KRW,100,1
0030R0,대신밸류리츠,KRX,kr_stock,KRW,100,1
4310,현대약품,KRX,kr_stock,KRW,100,1
4980,성신양회,KRX,kr_stock,KRW,100,1
122900,아이마켓코리아,KRX,kr_stock,KRW,100,1
377190,디앤디플랫폼리츠,KRX,kr_stock,KRW,100,1
33920,무학,KRX,kr_stock,KRW,100,1
84680,이월드,KRX,kr_stock,KRW,100,1
51905,LG생활건강우,KRX,kr_stock,KRW,100,1
404990,신한서부티엔디리츠,KRX,kr_stock,KRW,100,1
244920,에이플러스에셋,KRX,kr_stock,KRW,100,1
1630,종근당홀딩스,KRX,kr_stock,KRW,100,1
35150,백산,KRX,kr_stock,KRW,100,1
348950,제이알글로벌리츠,KRX,kr_stock,KRW,100,1
10580,에스엠벡셀,KRX,kr_stock,KRW,100,1
210980,SK디앤디,KRX,kr_stock,KRW,100,1
298690,에어부산,KRX,kr_stock,KRW,100,1
10955,S-Oil우,KRX,kr_stock,KRW,100,1
9680,모토닉,KRX,kr_stock,KRW,100,1
5430,한국공항,KRX,kr_stock,KRW,100,1
1080,만호제강,KRX,kr_stock,KRW,100,1
8490,서흥,KRX,kr_stock,KRW,100,1
3555,LG우,KRX,kr_stock,KRW,100,1
117580,대성에너지,KRX,kr_stock,KRW,100,1
25000,KPX케미칼,KRX,kr_stock,KRW,100,1
3350,한국화장품제조,KRX,kr_stock,KRW,100,1
480,CR홀딩스,KRX,kr_stock,KRW,100,1
13580,계룡건설,KRX,kr_stock,KRW,100,1
12610,경인양행,KRX,kr_stock,KRW,100,1
487570,HS효성,KRX,kr_stock,KRW,100,1
390,SP삼화,KRX,kr_stock,KRW,100,1
3220,대원제약,KRX,kr_stock,KRW,100,1
28100,동아지질,KRX,kr_stock,KRW,100,1
31440,신세계푸드,KRX,kr_stock,KRW,100,1
25820,이구산업,KRX,kr_stock,KRW,100,1
53210,스카이라이프,KRX,kr_stock,KRW,100,1
33530,SJG세종,KRX,kr_stock,KRW,100,1
7860,서연,KRX,kr_stock,KRW,100,1
03473K,SK우,KRX,kr_stock,KRW,100,1
102260,동성케미컬,KRX,kr_stock,KRW,100,1
16580,환인제약,KRX,kr_stock,KRW,100,1
2150,도화엔지니어링,KRX,kr_stock,KRW,100,1
102460,이연제약,KRX,kr_stock,KRW,100,1
3650,미창석유,KRX,kr_stock,KRW,100,1
7610,선도전기,KRX,kr_stock,KRW,100,1
95570,AJ네트웍스,KRX,kr_stock,KRW,100,1
140,하이트진로홀딩스,KRX,kr_stock,KRW,100,1
3547,대신증권2우B,KRX,kr_stock,KRW,100,1
271980,제일약품,KRX,kr_stock,KRW,100,1
339770,교촌에프앤비,KRX,kr_stock,KRW,100,1
39570,HDC랩스,KRX,kr_stock,KRW,100,1
44820,코스맥스비티아이,KRX,kr_stock,KRW,100,1
860,강남제비스코,KRX,kr_stock,KRW,100,1
16880,웅진,KRX,kr_stock,KRW,100,1
1045,CJ우,KRX,kr_stock,KRW,100,1
234080,JW생명과학,KRX,kr_stock,KRW,100,1
18470,조일알미늄,KRX,kr_stock,KRW,100,1
101530,해태제과식품,KRX,kr_stock,KRW,100,1
3610,방림,KRX,kr_stock,KRW,100,1
100250,진양홀딩스,KRX,kr_stock,KRW,100,1
3460,유화증권,KRX,kr_stock,KRW,100,1
2100,경농,KRX,kr_stock,KRW,100,1
5960,동부건설,KRX,kr_stock,KRW,100,1
7570,일양약품,KRX,kr_stock,KRW,100,1
15230,대창단조,KRX,kr_stock,KRW,100,1
81000,일진다이아,KRX,kr_stock,KRW,100,1
520,삼일제약,KRX,kr_stock,KRW,100,1
460850,동국씨엠,KRX,kr_stock,KRW,100,1
17550,수산세보틱스,KRX,kr_stock,KRW,100,1
4090,한국석유,KRX,kr_stock,KRW,100,1
11785,금호석유화학우,KRX,kr_stock,KRW,100,1
6060,화승인더,KRX,kr_stock,KRW,100,1
97955,CJ제일제당 우,KRX,kr_stock,KRW,100,1
2170,SYTS,KRX,kr_stock,KRW,100,1
213500,한솔제지,KRX,kr_stock,KRW,100,1
293480,하나제약,KRX,kr_stock,KRW,100,1
16450,한세예스24홀딩스,KRX,kr_stock,KRW,100,1
214420,토니모리,KRX,kr_stock,KRW,100,1
300,DH오토넥스,KRX,kr_stock,KRW,100,1
462520,조선내화,KRX,kr_stock,KRW,100,1
2990,금호건설,KRX,kr_stock,KRW,100,1
2780,진흥기업,KRX,kr_stock,KRW,100,1
400760,NH올원리츠,KRX,kr_stock,KRW,100,1
4960,한신공영,KRX,kr_stock,KRW,100,1
37560,LG헬로비전,KRX,kr_stock,KRW,100,1
71840,롯데하이마트,KRX,kr_stock,KRW,100,1
77500,유니퀘스트,KRX,kr_stock,KRW,100,1
317400,자이에스앤디,KRX,kr_stock,KRW,100,1
20,동화약품,KRX,kr_stock,KRW,100,1
1520,동양,KRX,kr_stock,KRW,100,1
8970,KBI동양철관,KRX,kr_stock,KRW,100,1
13520,화승코퍼레이션,KRX,kr_stock,KRW,100,1
1360,삼성제약,KRX,kr_stock,KRW,100,1
3480,한진중공업홀딩스,KRX,kr_stock,KRW,100,1
90350,노루페인트,KRX,kr_stock,KRW,100,1
9070,KCTC,KRX,kr_stock,KRW,100,1
12800,대창,KRX,kr_stock,KRW,100,1
00279K,아모레퍼시픽홀딩스3우C,KRX,kr_stock,KRW,100,1
84670,동양고속,KRX,kr_stock,KRW,100,1
272550,삼양패키징,KRX,kr_stock,KRW,100,1
89470,HDC현대EP,KRX,kr_stock,KRW,100,1
970,한국주철관,KRX,kr_stock,KRW,100,1
9580,무림P&P,KRX,kr_stock,KRW,100,1
3830,대한화섬,KRX,kr_stock,KRW,100,1
210540,디와이파워,KRX,kr_stock,KRW,100,1
33626K,두산퓨얼셀1우,KRX,kr_stock,KRW,100,1
4150,한솔홀딩스,KRX,kr_stock,KRW,100,1
700,유수홀딩스,KRX,kr_stock,KRW,100,1
14280,금강공업,KRX,kr_stock,KRW,100,1
214390,경보제약,KRX,kr_stock,KRW,100,1
10100,한국무브넥스,KRX,kr_stock,KRW,100,1
4970,신라교역,KRX,kr_stock,KRW,100,1
8040,사조동아원,KRX,kr_stock,KRW,100,1
298000,효성화학,KRX,kr_stock,KRW,100,1
94280,효성ITX,KRX,kr_stock,KRW,100,1
21820,세원정공,KRX,kr_stock,KRW,100,1
79430,현대리바트,KRX,kr_stock,KRW,100,1
19180,티에이치엔,KRX,kr_stock,KRW,100,1
7540,샘표,KRX,kr_stock,KRW,100,1
9270,신원,KRX,kr_stock,KRW,100,1
12320,경동인베스트,KRX,kr_stock,KRW,100,1
78000,텔코웨어,KRX,kr_stock,KRW,100,1
15890,태경산업,KRX,kr_stock,KRW,100,1
24090,디씨엠,KRX,kr_stock,KRW,100,1
70960,모나용평,KRX,kr_stock,KRW,100,1
2620,제일파마홀딩스,KRX,kr_stock,KRW,100,1
20120,키다리스튜디오,KRX,kr_stock,KRW,100,1
16740,두올,KRX,kr_stock,KRW,100,1
2460,HS화성,KRX,kr_stock,KRW,100,1
123690,한국화장품,KRX,kr_stock,KRW,100,1
107590,미원홀딩스,KRX,kr_stock,KRW,100,1
25620,차AI헬스케어,KRX,kr_stock,KRW,100,1
11280,태림포장,KRX,kr_stock,KRW,100,1
27970,한국제지,KRX,kr_stock,KRW,100,1
5800,신영와코루,KRX,kr_stock,KRW,100,1
16710,대성홀딩스,KRX,kr_stock,KRW,100,1
83420,그린케미칼,KRX,kr_stock,KRW,100,1
139990,아주스틸,KRX,kr_stock,KRW,100,1
363280,티와이홀딩스,KRX,kr_stock,KRW,100,1
350520,이지스레지던스리츠,KRX,kr_stock,KRW,100,1
2390,한독,KRX,kr_stock,KRW,100,1
11700,한신기계,KRX,kr_stock,KRW,100,1
95720,웅진씽크빅,KRX,kr_stock,KRW,100,1
267290,경동도시가스,KRX,kr_stock,KRW,100,1
4080,신흥,KRX,kr_stock,KRW,100,1
1290,상상인증권,KRX,kr_stock,KRW,100,1
4250,NPC,KRX,kr_stock,KRW,100,1
14710,사조씨푸드,KRX,kr_stock,KRW,100,1
2220,한일철강,KRX,kr_stock,KRW,100,1
23800,인지컨트롤스,KRX,kr_stock,KRW,100,1
13570,디와이,KRX,kr_stock,KRW,100,1
67830,세이브존I&C,KRX,kr_stock,KRW,100,1
14530,극동유화,KRX,kr_stock,KRW,100,1
14580,태경비케이,KRX,kr_stock,KRW,100,1
7460,에이프로젠,KRX,kr_stock,KRW,100,1
35000,HS애드,KRX,kr_stock,KRW,100,1
7210,벽산,KRX,kr_stock,KRW,100,1
15590,DKME,KRX,kr_stock,KRW,100,1
2450,삼익악기,KRX,kr_stock,KRW,100,1
4140,동방,KRX,kr_stock,KRW,100,1
1020,페이퍼코리아,KRX,kr_stock,KRW,100,1
36580,팜스코,KRX,kr_stock,KRW,100,1
267850,아시아나IDT,KRX,kr_stock,KRW,100,1
120030,조선선재,KRX,kr_stock,KRW,100,1
227840,현대코퍼레이션홀딩스,KRX,kr_stock,KRW,100,1
248170,샘표식품,KRX,kr_stock,KRW,100,1
34590,인천도시가스,KRX,kr_stock,KRW,100,1
5870,휴니드,KRX,kr_stock,KRW,100,1
14790,HL D&I,KRX,kr_stock,KRW,100,1
14160,대영포장,KRX,kr_stock,KRW,100,1
7110,일신석재,KRX,kr_stock,KRW,100,1
19680,대교,KRX,kr_stock,KRW,100,1
25560,미래산업,KRX,kr_stock,KRW,100,1
11810,STX,KRX,kr_stock,KRW,100,1
58850,KTcs,KRX,kr_stock,KRW,100,1
5740,크라운해태홀딩스,KRX,kr_stock,KRW,100,1
264900,크라운제과,KRX,kr_stock,KRW,100,1
8260,NI스틸,KRX,kr_stock,KRW,100,1
37550L,DL이앤씨2우(전환),KRX,kr_stock,KRW,100,1
17370,우신시스템,KRX,kr_stock,KRW,100,1
36420,콘텐트리중앙,KRX,kr_stock,KRW,100,1
6840,AK홀딩스,KRX,kr_stock,KRW,100,1
23450,동남합성,KRX,kr_stock,KRW,100,1
8700,아남전자,KRX,kr_stock,KRW,100,1
6660,삼성공조,KRX,kr_stock,KRW,100,1
1275,부국증권우,KRX,kr_stock,KRW,100,1
63160,종근당바이오,KRX,kr_stock,KRW,100,1
2200,한국수출포장,KRX,kr_stock,KRW,100,1
78935,GS우,KRX,kr_stock,KRW,100,1
119650,KC코트렐,KRX,kr_stock,KRW,100,1
32560,황금에스티,KRX,kr_stock,KRW,100,1
79980,휴비스,KRX,kr_stock,KRW,100,1
4100,태양금속,KRX,kr_stock,KRW,100,1
3580,HLB글로벌,KRX,kr_stock,KRW,100,1
2700,신일전자,KRX,kr_stock,KRW,100,1
10660,화천기계,KRX,kr_stock,KRW,100,1
230,일동홀딩스,KRX,kr_stock,KRW,100,1
58860,KTis,KRX,kr_stock,KRW,100,1
163560,동일고무벨트,KRX,kr_stock,KRW,100,1
4840,DRB동일,KRX,kr_stock,KRW,100,1
14440,영보화학,KRX,kr_stock,KRW,100,1
6890,태경케미컬,KRX,kr_stock,KRW,100,1
2210,동성제약,KRX,kr_stock,KRW,100,1
31820,아이티센씨티에스,KRX,kr_stock,KRW,100,1
7980,TP,KRX,kr_stock,KRW,100,1
23000,삼원강재,KRX,kr_stock,KRW,100,1
96775,SK이노베이션우,KRX,kr_stock,KRW,100,1
11000,진원생명과학,KRX,kr_stock,KRW,100,1
35320K,대덕전자1우,KRX,kr_stock,KRW,100,1
2720,국제약품,KRX,kr_stock,KRW,100,1
109070,주성코퍼레이션,KRX,kr_stock,KRW,100,1
11150,CJ씨푸드,KRX,kr_stock,KRW,100,1
13360,일성건설,KRX,kr_stock,KRW,100,1
4890,동일산업,KRX,kr_stock,KRW,100,1
590,CS홀딩스,KRX,kr_stock,KRW,100,1
10960,삼호개발,KRX,kr_stock,KRW,100,1
5750,대림바스,KRX,kr_stock,KRW,100,1
105,유한양행우,KRX,kr_stock,KRW,100,1
180,성창기업지주,KRX,kr_stock,KRW,100,1
2600,조흥,KRX,kr_stock,KRW,100,1
1260,남광토건,KRX,kr_stock,KRW,100,1
9180,한솔로지스틱스,KRX,kr_stock,KRW,100,1
85310,엔케이,KRX,kr_stock,KRW,100,1
13870,지엠비코리아,KRX,kr_stock,KRW,100,1
338100,NH프라임리츠,KRX,kr_stock,KRW,100,1
4720,팜젠사이언스,KRX,kr_stock,KRW,100,1
55490,테이팩스,KRX,kr_stock,KRW,100,1
4440,삼일씨엔에스,KRX,kr_stock,KRW,100,1
18500,동원금속,KRX,kr_stock,KRW,100,1
1560,제일연마,KRX,kr_stock,KRW,100,1
3010,혜인,KRX,kr_stock,KRW,100,1
214330,금호에이치티,KRX,kr_stock,KRW,100,1
71090,하이스틸,KRX,kr_stock,KRW,100,1
111380,동인기연,KRX,kr_stock,KRW,100,1
7590,동방아그로,KRX,kr_stock,KRW,100,1
480370,씨케이솔루션,KRX,kr_stock,KRW,100,1
12690,모나리자,KRX,kr_stock,KRW,100,1
100220,비상교육,KRX,kr_stock,KRW,100,1
23810,인팩,KRX,kr_stock,KRW,100,1
1470,삼부토건,KRX,kr_stock,KRW,100,1
120115,코오롱인더우,KRX,kr_stock,KRW,100,1
7280,한국특강,KRX,kr_stock,KRW,100,1
68290,삼성출판사,KRX,kr_stock,KRW,100,1
4060,SG세계물산,KRX,kr_stock,KRW,100,1
9200,무림페이퍼,KRX,kr_stock,KRW,100,1
16090,대현,KRX,kr_stock,KRW,100,1
6090,사조오양,KRX,kr_stock,KRW,100,1
21050,서원,KRX,kr_stock,KRW,100,1
6880,신송홀딩스,KRX,kr_stock,KRW,100,1
850,화천기공,KRX,kr_stock,KRW,100,1
47400,유니온머티리얼,KRX,kr_stock,KRW,100,1
69730,DSR제강,KRX,kr_stock,KRW,100,1
13700,까뮤이앤씨,KRX,kr_stock,KRW,100,1
725,현대건설우,KRX,kr_stock,KRW,100,1
9770,삼정펄프,KRX,kr_stock,KRW,100,1
10040,한국내화,KRX,kr_stock,KRW,100,1
14910,성문전자,KRX,kr_stock,KRW,100,1
2795,아모레퍼시픽홀딩스우,KRX,kr_stock,KRW,100,1
3780,진양산업,KRX,kr_stock,KRW,100,1
3925,남양유업우,KRX,kr_stock,KRW,100,1
1620,케이비아이동국실업,KRX,kr_stock,KRW,100,1
11390,부산산업,KRX,kr_stock,KRW,100,1
378850,화승알앤에이,KRX,kr_stock,KRW,100,1
1465,BYC우,KRX,kr_stock,KRW,100,1
111110,호전실업,KRX,kr_stock,KRW,100,1
4540,깨끗한나라,KRX,kr_stock,KRW,100,1
1550,조비,KRX,kr_stock,KRW,100,1
9835,한화솔루션우,KRX,kr_stock,KRW,100,1
101140,인바이오젠,KRX,kr_stock,KRW,100,1
6980,우성,KRX,kr_stock,KRW,100,1
220,유유제약,KRX,kr_stock,KRW,100,1
24900,디와이덕양,KRX,kr_stock,KRW,100,1
7815,코리아써우,KRX,kr_stock,KRW,100,1
910,유니온,KRX,kr_stock,KRW,100,1
129260,인터지스,KRX,kr_stock,KRW,100,1
396690,미래에셋글로벌리츠,KRX,kr_stock,KRW,100,1
3060,에이프로젠바이오로직스,KRX,kr_stock,KRW,100,1
92780,DYP,KRX,kr_stock,KRW,100,1
155660,DSR,KRX,kr_stock,KRW,100,1
4830,덕성,KRX,kr_stock,KRW,100,1
58730,다스코,KRX,kr_stock,KRW,100,1
372910,한컴라이프케어,KRX,kr_stock,KRW,100,1
92440,기신정기,KRX,kr_stock,KRW,100,1
2760,보락,KRX,kr_stock,KRW,100,1
2140,고려산업,KRX,kr_stock,KRW,100,1
4410,서울식품,KRX,kr_stock,KRW,100,1
5305,롯데칠성우,KRX,kr_stock,KRW,100,1
4770,써니전자,KRX,kr_stock,KRW,100,1
72130,유엔젤,KRX,kr_stock,KRW,100,1
9190,대양금속,KRX,kr_stock,KRW,100,1
10770,평화홀딩스,KRX,kr_stock,KRW,100,1
6490,인스코비,KRX,kr_stock,KRW,100,1
3475,유안타증권우,KRX,kr_stock,KRW,100,1
4450,삼화왕관,KRX,kr_stock,KRW,100,1
3465,유화증권우,KRX,kr_stock,KRW,100,1
2630,오리엔트바이오,KRX,kr_stock,KRW,100,1
123700,SJM,KRX,kr_stock,KRW,100,1
890,보해양조,KRX,kr_stock,KRW,100,1
41650,상신브레이크,KRX,kr_stock,KRW,100,1
75180,새론오토모티브,KRX,kr_stock,KRW,100,1
4920,씨아이테크,KRX,kr_stock,KRW,100,1
37550K,DL이앤씨우,KRX,kr_stock,KRW,100,1
17180,명문제약,KRX,kr_stock,KRW,100,1
25530,SJM홀딩스,KRX,kr_stock,KRW,100,1
23350,한국종합기술,KRX,kr_stock,KRW,100,1
357250,미래에셋맵스리츠,KRX,kr_stock,KRW,100,1
28513K,SK케미칼우,KRX,kr_stock,KRW,100,1
6345,대원전선우,KRX,kr_stock,KRW,100,1
6370,대구백화점,KRX,kr_stock,KRW,100,1
90080,평화산업,KRX,kr_stock,KRW,100,1
4910,조광페인트,KRX,kr_stock,KRW,100,1
2410,범양건영,KRX,kr_stock,KRW,100,1
93240,형지엘리트,KRX,kr_stock,KRW,100,1
9320,아진전자부품,KRX,kr_stock,KRW,100,1
11330,유니켐,KRX,kr_stock,KRW,100,1
12280,영화금속,KRX,kr_stock,KRW,100,1
27740,마니커,KRX,kr_stock,KRW,100,1
8420,문배철강,KRX,kr_stock,KRW,100,1
1210,금호전기,KRX,kr_stock,KRW,100,1
20760,일진디스플,KRX,kr_stock,KRW,100,1
49800,우진플라임,KRX,kr_stock,KRW,100,1
950,전방,KRX,kr_stock,KRW,100,1
6125,SK디스커버리우,KRX,kr_stock,KRW,100,1
133820,화인베스틸,KRX,kr_stock,KRW,100,1
26940,부국철강,KRX,kr_stock,KRW,100,1
11420,갤럭시아에스엠,KRX,kr_stock,KRW,100,1
3080,SB성보,KRX,kr_stock,KRW,100,1
14990,인디에프,KRX,kr_stock,KRW,100,1
2920,유성기업,KRX,kr_stock,KRW,100,1
11300,우성머티리얼스,KRX,kr_stock,KRW,100,1
69460,대호에이엘,KRX,kr_stock,KRW,100,1
23960,에쓰씨엔지니어링,KRX,kr_stock,KRW,100,1
12160,영흥,KRX,kr_stock,KRW,100,1
5030,부산주공,KRX,kr_stock,KRW,100,1
215,DL우,KRX,kr_stock,KRW,100,1
7120,미래아이앤지,KRX,kr_stock,KRW,100,1
74610,이엔플러스,KRX,kr_stock,KRW,100,1
51630,진양화학,KRX,kr_stock,KRW,100,1
8870,금비,KRX,kr_stock,KRW,100,1
9140,경인전자,KRX,kr_stock,KRW,100,1
13000,세우글로벌,KRX,kr_stock,KRW,100,1
11230,삼화전자,KRX,kr_stock,KRW,100,1
481850,신한글로벌액티브리츠,KRX,kr_stock,KRW,100,1
2870,신풍,KRX,kr_stock,KRW,100,1
308170,씨티알모빌리티,KRX,kr_stock,KRW,100,1
760,이화산업,KRX,kr_stock,KRW,100,1
84870,TBH글로벌,KRX,kr_stock,KRW,100,1
2880,디와이에이,KRX,kr_stock,KRW,100,1
3535,한화투자증권우,KRX,kr_stock,KRW,100,1
19490,엑시큐어하이트론,KRX,kr_stock,KRW,100,1
17040,광명전기,KRX,kr_stock,KRW,100,1
145270,케이탑리츠,KRX,kr_stock,KRW,100,1
5320,온타이드,KRX,kr_stock,KRW,100,1
1380,SG글로벌,KRX,kr_stock,KRW,100,1
2360,SH에너지화학,KRX,kr_stock,KRW,100,1
25750,한솔홈데코,KRX,kr_stock,KRW,100,1
8250,이건산업,KRX,kr_stock,KRW,100,1
19175,신풍제약우,KRX,kr_stock,KRW,100,1
2025,코오롱우,KRX,kr_stock,KRW,100,1
33637K,솔루스첨단소재1우,KRX,kr_stock,KRW,100,1
4365,세방우,KRX,kr_stock,KRW,100,1
10640,진양폴리,KRX,kr_stock,KRW,100,1
6200,한국전자홀딩스,KRX,kr_stock,KRW,100,1
24890,대원화성,KRX,kr_stock,KRW,100,1
33626L,두산퓨얼셀2우B,KRX,kr_stock,KRW,100,1
5820,원림,KRX,kr_stock,KRW,100,1
134790,시디즈,KRX,kr_stock,KRW,100,1
9810,플레이그램,KRX,kr_stock,KRW,100,1
118000,메타케어,KRX,kr_stock,KRW,100,1
1070,대한방직,KRX,kr_stock,KRW,100,1
90370,메타랩스,KRX,kr_stock,KRW,100,1
40,KR모터스,KRX,kr_stock,KRW,100,1
24070,WISCOM,KRX,kr_stock,KRW,100,1
6740,블루산업개발,KRX,kr_stock,KRW,100,1
357430,마스턴프리미어리츠,KRX,kr_stock,KRW,100,1
9460,한창제지,KRX,kr_stock,KRW,100,1
2690,동일제강,KRX,kr_stock,KRW,100,1
14130,한익스프레스,KRX,kr_stock,KRW,100,1
3680,한성기업,KRX,kr_stock,KRW,100,1
10400,우진아이엔에스,KRX,kr_stock,KRW,100,1
2420,세기상사,KRX,kr_stock,KRW,100,1
15260,에이엔피,KRX,kr_stock,KRW,100,1
23150,MH에탄올,KRX,kr_stock,KRW,100,1
88790,진도,KRX,kr_stock,KRW,100,1
8775,호텔신라우,KRX,kr_stock,KRW,100,1
30720,동원수산,KRX,kr_stock,KRW,100,1
6570,대림통상,KRX,kr_stock,KRW,100,1
446070,유니드비티플러스,KRX,kr_stock,KRW,100,1
2820,SUN&L,KRX,kr_stock,KRW,100,1
5360,모나미,KRX,kr_stock,KRW,100,1
465770,STX그린로지스,KRX,kr_stock,KRW,100,1
69640,한세엠케이,KRX,kr_stock,KRW,100,1
33250,체시스,KRX,kr_stock,KRW,100,1
44380,주연테크,KRX,kr_stock,KRW,100,1
2355,넥센타이어1우B,KRX,kr_stock,KRW,100,1
4870,티웨이홀딩스,KRX,kr_stock,KRW,100,1
5110,한창,KRX,kr_stock,KRW,100,1
3495,대한항공우,KRX,kr_stock,KRW,100,1
4270,남성,KRX,kr_stock,KRW,100,1
143210,핸즈코퍼레이션,KRX,kr_stock,KRW,100,1
2070,비비안,KRX,kr_stock,KRW,100,1
11090,에넥스,KRX,kr_stock,KRW,100,1
25890,한국주강,KRX,kr_stock,KRW,100,1
9310,참엔지니어링,KRX,kr_stock,KRW,100,1
1420,태원물산,KRX,kr_stock,KRW,100,1
00499K,롯데지주우,KRX,kr_stock,KRW,100,1
5257,녹십자홀딩스2우,KRX,kr_stock,KRW,100,1
1685,대상우,KRX,kr_stock,KRW,100,1
12170,아센디오,KRX,kr_stock,KRW,100,1
45226K,한화갤러리아우,KRX,kr_stock,KRW,100,1
12205,계양전기우,KRX,kr_stock,KRW,100,1
1770,SHD,KRX,kr_stock,KRW,100,1
15020,이스타코,KRX,kr_stock,KRW,100,1
71950,코아스,KRX,kr_stock,KRW,100,1
19685,대교우B,KRX,kr_stock,KRW,100,1
108675,LX하우시스우,KRX,kr_stock,KRW,100,1
8600,윌비스,KRX,kr_stock,KRW,100,1
9440,KC그린홀딩스,KRX,kr_stock,KRW,100,1
18064K,한진칼우,KRX,kr_stock,KRW,100,1
1515,SK증권우,KRX,kr_stock,KRW,100,1
5725,넥센우,KRX,kr_stock,KRW,100,1
204210,스타에스엠리츠,KRX,kr_stock,KRW,100,1
00781K,코리아써키트2우B,KRX,kr_stock,KRW,100,1
00806K,대덕1우,KRX,kr_stock,KRW,100,1
87,하이트진로2우B,KRX,kr_stock,KRW,100,1
1795,대한제당우,KRX,kr_stock,KRW,100,1
8500,일정실업,KRX,kr_stock,KRW,100,1
1755,한양증권우,KRX,kr_stock,KRW,100,1
140910,에이리츠,KRX,kr_stock,KRW,100,1
33637L,솔루스첨단소재2우B,KRX,kr_stock,KRW,100,1
84695,대상홀딩스우,KRX,kr_stock,KRW,100,1
4255,NPC우,KRX,kr_stock,KRW,100,1
38380K,LX홀딩스1우,KRX,kr_stock,KRW,100,1
4105,태양금속우,KRX,kr_stock,KRW,100,1
145995,삼양사우,KRX,kr_stock,KRW,100,1
1067,JW중외제약2우B,KRX,kr_stock,KRW,100,1
3075,코오롱글로벌우,KRX,kr_stock,KRW,100,1
225,유유제약1우,KRX,kr_stock,KRW,100,1
145210,다이나믹디자인,KRX,kr_stock,KRW,100,1
4835,덕성우,KRX,kr_stock,KRW,100,1
1065,JW중외제약우,KRX,kr_stock,KRW,100,1
4985,성신양회우,KRX,kr_stock,KRW,100,1
325,노루홀딩스우,KRX,kr_stock,KRW,100,1
9415,태영건설우,KRX,kr_stock,KRW,100,1
26490K,크라운제과우,KRX,kr_stock,KRW,100,1
90355,노루페인트우,KRX,kr_stock,KRW,100,1
145,하이트진로홀딩스우,KRX,kr_stock,KRW,100,1
545,흥국화재우,KRX,kr_stock,KRW,100,1
36328K,티와이홀딩스우,KRX,kr_stock,KRW,100,1
5745,크라운해태홀딩스우,KRX,kr_stock,KRW,100,1
8355,남선알미우,KRX,kr_stock,KRW,100,1
2995,금호건설우,KRX,kr_stock,KRW,100,1
14825,동원시스템즈우,KRX,kr_stock,KRW,100,1
5965,동부건설우,KRX,kr_stock,KRW,100,1
7575,일양약품우,KRX,kr_stock,KRW,100,1
14285,금강공업우,KRX,kr_stock,KRW,100,1
14915,성문전자우,KRX,kr_stock,KRW,100,1
4545,깨끗한나라우,KRX,kr_stock,KRW,100,1
227,유유제약2우B,KRX,kr_stock,KRW,100,1
2785,진흥기업우B,KRX,kr_stock,KRW,100,1
1525,동양우,KRX,kr_stock,KRW,100,1
11155,CJ씨푸드1우,KRX,kr_stock,KRW,100,1
4415,서울식품우,KRX,kr_stock,KRW,100,1
2787,진흥기업2우B,KRX,kr_stock,KRW,100,1
1527,동양2우B,KRX,kr_stock,KRW,100,1
